*******************************************
วิธีการอ่าน  INDEX ของฐานข้อมูล LOTUS

ชุดข้อมูล	ลำดับที่	เลขที่ประโยค (ใช้อ้างอิงประกอบกับ XXsen.txt)
Pa007	017	pd623	
Pa007	018	pd671	
Pa007	019	pd717	
Pa007	020	pd762	
Pa007	021	pd132	
Pa007	022	pd181	
Pa007	023	pd232	
Pa007	024	pd283	
Pa007	025	pd331	
Pa007	026	pd381	
Pa007	027	pd433	
Pa007	028	pd484	
Pa007	029	pd535	
Pa007	030	pd587	
Pa007	031	pd637	
Pa007	032	pd685	
Pa007	033	pd737	
Pa007	034	pd786	
Pa007	035	pd035	
Pa008	001	pd004	
Pa008	002	pd028	
Pa008	003	pd052	
Pa008	004	pd076	
Pa008	005	pd100	
Pa008	006	pd124	
Pa008	007	pd170	
Pa008	008	pd217	
Pa008	009	pd260	
Pa008	010	pd306	
Pa008	011	pd354	
Pa008	012	pd400	
Pa008	013	pd444	
Pa008	014	pd489	
Pa008	015	pd534	
Pa008	016	pd579	
Pa008	017	pd624	
Pa008	018	pd672	
Pa008	019	pd718	
Pa008	020	pd763	
Pa008	021	pd133	
Pa008	022	pd182	
Pa008	023	pd233	
Pa008	024	pd284	
Pa008	025	pd332	
Pa008	026	pd382	
Pa008	027	pd434	
Pa008	028	pd485	
Pa008	029	pd536	
Pa008	030	pd588	
Pa008	031	pd638	
Pa008	032	pd686	
Pa008	033	pd738	
Pa008	034	pd787	
Pa008	035	pd036
Pa009	001	pd005	
Pa009	002	pd029	
Pa009	003	pd053	
Pa009	004	pd077	
Pa009	005	pd101	
Pa009	006	pd125	
Pa009	007	pd171	
Pa009	008	pd218	
Pa009	009	pd261	
Pa009	010	pd307	
Pa009	011	pd355	
Pa009	012	pd401	
Pa009	013	pd445	
Pa009	014	pd489	
Pa009	015	pd535	
Pa009	016	pd580	
Pa009	017	pd625	
Pa009	018	pd672	
Pa009	019	pd718	
Pa009	020	pd764	
Pa009	021	pd134	
Pa009	022	pd183	
Pa009	023	pd234	
Pa009	024	pd285	
Pa009	025	pd333	
Pa009	026	pd383	
Pa009	027	pd435	
Pa009	028	pd486	
Pa009	029	pd537	
Pa009	030	pd589	
Pa009	031	pd639	
Pa009	032	pd687	
Pa009	033	pd739	
Pa009	034	pd788	
Pa009	035	pd037	
Pa010	001	pd005	
Pa010	002	pd029	
Pa010	003	pd053	
Pa010	004	pd077	
Pa010	005	pd101	
Pa010	006	pd125	
Pa010	007	pd172	
Pa010	008	pd219	
Pa010	009	pd262	
Pa010	010	pd308	
Pa010	011	pd356	
Pa010	012	pd402	
Pa010	013	pd446	
Pa010	014	pd490	
Pa010	015	pd536	
Pa010	016	pd581	
Pa010	017	pd626	
Pa010	018	pd674	
Pa010	019	pd719	
Pa010	020	pd765	
Pa010	021	pd135	
Pa010	022	pd184	
Pa010	023	pd235	
Pa010	024	pd286	
Pa010	025	pd334	
Pa010	026	pd384	
Pa010	027	pd436	
Pa010	028	pd487	
Pa010	029	pd538	
Pa010	030	pd590	
Pa010	031	pd640	
Pa010	032	pd689	
Pa010	033	pd740	
Pa010	034	pd789	
Pa010	035	pd038	
Pa011	001	pd006 
Pa011	002	pd030 
Pa011	003	pd054 
Pa011	004	pd078 
Pa011	005	pd102 
Pa011	006	pd126 
Pa011	007	pd173 
Pa011	008	pd220 
Pa011	009	pd263 
Pa011	010	pd309 
Pa011	011	pd357 
Pa011	012	pd403 
Pa011	013	pd447 
Pa011	014	pd491 
Pa011	015	pd537 
Pa011	016	pd582 
Pa011	017	pd627 
Pa011	018	pd675 
Pa011	019	pd720 
Pa011	020	pd766 
Pa011	021	pd136 
Pa011	022	pd185 
Pa011	023	pd236 
Pa011	024	pd287 
Pa011	025	pd335 
Pa011	026	pd385 
Pa011	027	pd437 
Pa011	028	pd488 
Pa011	029	pd539 
Pa011	030	pd591 
Pa011	031	pd641 
Pa011	032	pd690 
Pa011	033	pd741 
Pa011	034	pd790 
Pa011	035	pd039 
Pa012	001	pd006	
Pa012	002	pd030	
Pa012	003	pd054	
Pa012	004	pd078	
Pa012	005	pd102	
Pa012	006	pd127	
Pa012	007	pd174	
Pa012	008	pd221	
Pa012	009	pd264	
Pa012	010	pd310	
Pa012	011	pd358	
Pa012	012	pd404	
Pa012	013	pd448	
Pa012	014	pd492	
Pa012	015	pd538	
Pa012	016	pd583	
Pa012	017	pd628	
Pa012	018	pd676	
Pa012	019	pd721	
Pa012	020	pd767	
Pa012	021	pd137	
Pa012	022	pd186	
Pa012	023	pd237	
Pa012	024	pd288	
Pa012	025	pd336	
Pa012	026	pd386	
Pa012	027	pd438	
Pa012	028	pd490	
Pa012	029	pd540	
Pa012	030	pd592	
Pa012	031	pd642	
Pa012	032	pd691	
Pa012	033	pd742	
Pa012	034	pd791	
Pa012	035	pd040	
Pa013	001	pd007 
Pa013	002	pd031 
Pa013	003	pd055 
Pa013	004	pd079 
Pa013	005	pd103 
Pa013	006	pd128 
Pa013	007	pd175 
Pa013	008	pd222 
Pa013	009	pd265 
Pa013	010	pd311 
Pa013	011	pd359 
Pa013	012	pd405 
Pa013	013	pd449 
Pa013	014	pd493 
Pa013	015	pd539 
Pa013	016	pd584 
Pa013	017	 pd629
Pa013	018	pd677 
Pa013	019	pd722 
Pa013	020	pd768 
Pa013	021	pd138 
Pa013	022	pd187 
Pa013	023	pd238 
Pa013	024	pd289 
Pa013	025	pd337 
Pa013	026	pd387 
Pa013	027	pd439 
Pa013	028	pd491 
Pa013	029	pd541 
Pa013	030	pd593 
Pa013	031	pd643 
Pa013	032	pd692 
Pa013	033	pd743 
Pa013	034	pd792
Pa013	035	pd041 
Pa014	001	pd007		
Pa014	002	pd031		
Pa014	003	pd055		
Pa014	004	pd079		
Pa014	005	pd103		
Pa014	006	pd129		
Pa014	007	pd176		
Pa014	008	pd223		
Pa014	009	pd266		
Pa014	010	pd312		
Pa014	011	pd360		
Pa014	012	pd406		
Pa014	013	pd450		
Pa014	014	pd494		
Pa014	015	pd540		
Pa014	016	pd585		
Pa014	017	pd630		
Pa014	018	pd678		
Pa014	019	pd723		
Pa014	020	pd769		
Pa014	021	pd139		
Pa014	022	pd188		
Pa014	023	pd240		
Pa014	024	pd290		
Pa014	025	pd338		
Pa014	026	pd388		
Pa014	027	pd440		
Pa014	028	pd492		
Pa014	029	pd542		
Pa014	030	pd594		
Pa014	031	pd644		
Pa014	032	pd693		
Pa014	033	pd744		
Pa014	034	pd793		
Pa014	035	pd042		
Pa015	001	pd008 
Pa015	002	pd032 
Pa015	003	pd056 
Pa015	004	pd080 
Pa015	005	pd104 
Pa015	006	pd130 
Pa015	007	pd177 
Pa015	008	pd223 
Pa015	009	pd267 
Pa015	010	pd313 
Pa015	011	pd361 
Pa015	012	pd407 
Pa015	013	pd451 
Pa015	014	pd495 
Pa015	015	pd541 
Pa015	016	pd585 
Pa015	017	pd631 
Pa015	018	pd679 
Pa015	019	pd724 
Pa015	020	pd770 
Pa015	021	pd141 
Pa015	022	pd189
Pa015	023	pd241 
Pa015	024	pd291 
Pa015	025	pd339 
Pa015	026	pd389 
Pa015	027	pd441 
Pa015	028	pd493 
Pa015	029	pd543 
Pa015	030	pd595 
Pa015	031	pd645 
Pa015	032	pd694 
Pa015	033	pd745 
Pa015	034	pd796 
Pa015	035	pd043 
Pa016	001	pd008	
Pa016	002	pd032	
Pa016	003	pd056	
Pa016	004	pd080	
Pa016	005	pd104	
Pa016	006	pd131	
Pa016	007	pd178	
Pa016	008	pd224	
Pa016	009	pd268	
Pa016	010	pd314	
Pa016	011	pd361	
Pa016	012	pd408	
Pa016	013	pd452	
Pa016	014	pd496	
Pa016	015	pd542	
Pa016	016	pd586	
Pa016	017	pd632	
Pa016	018	pd680	
Pa016	019	pd725	
Pa016	020	pd771	
Pa016	021	pd142	
Pa016	022	pd190	
Pa016	023	pd242	
Pa016	024	pd292	
Pa016	025	pd340	
Pa016	026	pd390	
Pa016	027	pd442	
Pa016	028	pd494	
Pa016	029	pd544	
Pa016	030	pd596	
Pa016	031	pd646	
Pa016	032	pd695	
Pa016	033	pd746	
Pa016	034	pd797	
Pa016	035	pd044	
Pa017	001	pd009	
Pa017	002	pd033	
Pa017	003	pd057	
Pa017	004	pd081	
Pa017	005	pd105	
Pa017	006	pd132	
Pa017	007	pd179	
Pa017	008	pd225	
Pa017	009	pd269	
Pa017	010	pd315	
Pa017	011	pd362	
Pa017	012	pd408	
Pa017	013	pd453	
Pa017	014	pd497	
Pa017	015	pd543	
Pa017	016	pd587	
Pa017	017	pd633	
Pa017	018	pd681	
Pa017	019	pd726	
Pa017	020	pd772	
Pa017	021	pd143	
Pa017	022	pd191	
Pa017	023	pd243	
Pa017	024	pd293	
Pa017	025	pd341	
Pa017	026	pd391	
Pa017	027	pd443	
Pa017	028	pd495	
Pa017	029	pd546	
Pa017	030	pd597	
Pa017	031	pd647	
Pa017	032	pd696	
Pa017	033	pd747	
Pa017	034	pd798	
Pa017	035	pd045	
Pa018	001	pd009	
Pa018	002	pd033	
Pa018	003	pd057	
Pa018	004	pd081	
Pa018	005	pd105	
Pa018	006	pd133	
Pa018	007	pd180	
Pa018	008	pd226	
Pa018	009	pd270	
Pa018	010	pd316	
Pa018	011	pd363	
Pa018	012	pd409	
Pa018	013	pd454	
Pa018	014	pd498	
Pa018	015	pd544	
Pa018	016	pd588	
Pa018	017	pd634	
Pa018	018	pd682	
Pa018	019	pd727	
Pa018	020	pd773	
Pa018	021	pd144	
Pa018	022	pd192	
Pa018	023	pd244	
Pa018	024	pd294	
Pa018	025	pd342	
Pa018	026	pd392	
Pa018	027	pd444	
Pa018	028	pd496	
Pa018	029	pd547	
Pa018	030	pd598	
Pa018	031	pd648	
Pa018	032	pd697	
Pa018	033	pd748	
Pa018	034	pd799	
Pa018	035	pd046	
Pa019	001	pd010	
Pa019	002	pd034	
Pa019	003	pd058	
Pa019	004	pd082	
Pa019	005	pd106	
Pa019	006	pd134	
Pa019	007	pd181	
Pa019	008	pd227	
Pa019	009	pd271	
Pa019	010	pd317	
Pa019	011	pd364	
Pa019	012	pd410	
Pa019	013	pd455	
Pa019	014	pd499	
Pa019	015	pd545	
Pa019	016	pd589	
Pa019	017	pd635	
Pa019	018	pd683	
Pa019	019	pd728	
Pa019	020	pd774	
Pa019	021	pd145	
Pa019	022	pd193	
Pa019	023	pd245	
Pa019	024	pd295	
Pa019	025	pd343	
Pa019	026	pd393	
Pa019	027	pd445	
Pa019	028	pd497	
Pa019	029	pd548	
Pa019	030	pd599	
Pa019	031	pd649	
Pa019	032	pd698	
Pa019	033	pd749	
Pa019	034	pd800	
Pa019	035	pd047	
Pa020	001	pd010	
Pa020	002	pd034	
Pa020	003	pd058	
Pa020	004	pd082	
Pa020	005	pd106	
Pa020	006	pd135	
Pa020	007	pd182	
Pa020	008	pd228	
Pa020	009	pd272	
Pa020	010	pd318	
Pa020	011	pd365	
Pa020	012	pd411	
Pa020	013	pd456	
Pa020	014	pd500	
Pa020	015	pd545	
Pa020	016	pd590	
Pa020	017	pd636	
Pa020	018	pd684	
Pa020	019	pd729	
Pa020	020	pd775
Pa020	021	pd146	
Pa020	022	pd194	
Pa020	023	pd246	
Pa020	024	pd296	
Pa020	025	pd344	
Pa020	026	pd394	
Pa020	027	pd446	
Pa020	028	pd498	
Pa020	029	pd549	
Pa020	030	pd600	
Pa020	031	pd650	
Pa020	032	pd700	
Pa020	033	pd750	
Pa020	034	pd801	
Pa020	035	pd048	
Pa021	001	pd011	
Pa021	002	pd035	
Pa021	003	pd059
Pa021	004	pd083	
Pa021	005	pd107	
Pa021	006	pd136	
Pa021	007	pd183	
Pa021	008	pd229	
Pa021	009	pd273	
Pa021	010	pd319	
Pa021	011	pd365	
Pa021	012	pd412	
Pa021	013	pd457	
Pa021	014	pd501	
Pa021	015	pd546	
Pa021	016	pd591	
Pa021	017	pd637	
Pa021	018	pd685	
Pa021	019	pd730	
Pa021	020	pd776	
Pa021	021	pd147	
Pa021	022	pd195	
Pa021	023	pd249	
Pa021	024	pd298	
Pa021	025	pd345	
Pa021	026	pd395	
Pa021	027	pd447	
Pa021	028	pd499	
Pa021	029	pd550	
Pa021	030	pd601	
Pa021	031	pd651	
Pa021	032	pd701	
Pa021	033	pd751	
Pa021	034	pd001	
Pa021	035	pd049	
Pa022	001	pd011		
Pa022	002	pd035		
Pa022	003	pd059		
Pa022	004	pd083		
Pa022	005	pd107		
Pa022	006	pd137		
Pa022	007	pd184		
Pa022	008	pd230		
Pa022	009	pd274		
Pa022	010	pd320		
Pa022	011	pd366		
Pa022	012	pd412		
Pa022	013	pd458		
Pa022	014	pd502		
Pa022	015	pd547		
Pa022	016	pd592		
Pa022	017	pd638		
Pa022	018	pd686		
Pa022	019	pd731		
Pa022	020	pd777		
Pa022	021	pd148		
Pa022	022	pd196		
Pa022	023	pd250		
Pa022	024	pd299		
Pa022	025	pd346		
Pa022	026	pd396		
Pa022	027	pd448		
Pa022	028	pd500		
Pa022	029	pd551		
Pa022	030	pd602		
Pa022	031	pd652		
Pa022	032	pd702		
Pa022	033	pd753		
Pa022	034	pd002		
Pa022	035	pd050		
Pa023	001	pd012		
Pa023	002	pd036		
Pa023	003	pd060		
Pa023	004	pd084		
Pa023	005	pd108		
Pa023	006	pd138		
Pa023	007	pd185		
Pa023	008	pd230		
Pa023	009	pd275		
Pa023	010	pd321		
Pa023	011	pd367		
Pa023	012	pd413		
Pa023	013	pd459		
Pa023	014	pd503		
Pa023	015	pd548		
Pa023	016	pd593		
Pa023	017	pd639		
Pa023	018	pd687		
Pa023	019	pd732		
Pa023	020	pd778		
Pa023	021	pd149		
Pa023	022	pd197		
Pa023	023	pd251		
Pa023	024	pd300		
Pa023	025	pd347		
Pa023	026	pd397		
Pa023	027	pd449		
Pa023	028	pd501		
Pa023	029	pd552		
Pa023	030	pd603		
Pa023	031	pd653		
Pa023	032	pd703		
Pa023	033	pd754		
Pa023	034	pd003		
Pa023	035	pd051	
Pa024	001	pd012 
Pa024	002	pd036 
Pa024	003	pd060 
Pa024	004	pd084 
Pa024	005	pd108 
Pa024	006	pd139 
Pa024	007	pd186 
Pa024	008	pd231 
Pa024	009	pd276 
Pa024	010	pd322 
Pa024	011	pd368 
Pa024	012	pd414 
Pa024	013	pd460 
Pa024	014	pd504 
Pa024	015	pd549 
Pa024	016	pd594 
Pa024	017	pd640 
Pa024	018	pd688 
Pa024	019	pd733 
Pa024	020	pd779 
Pa024	021	pd150 
Pa024	022	pd198 
Pa024	023	pd252 
Pa024	024	pd301 
Pa024	025	pd348 
Pa024	026	pd398 
Pa024	027	pd450 
Pa024	028	pd502 
Pa024	029	pd553 
Pa024	030	pd604 
Pa024	031	pd654 
Pa024	032	pd704 
Pa024	033	pd755 
Pa024	034	pd004 
Pa024	035	pd052 
Pa025	001	pd013
Pa025	002	pd037
Pa025	003	pd061
Pa025	004	pd085
Pa025	005	pd109
Pa025	006	pd140
Pa025	007	pd187
Pa025	008	pd232
Pa025	009	pd277
Pa025	010	pd323
Pa025	011	pd369
Pa025	012	pd415
Pa025	013	pd461
Pa025	014	pd505
Pa025	015	pd550
Pa025	016	pd595
Pa025	017	pd641
Pa025	018	pd688
Pa025	019	pd733
Pa025	020	pd780
Pa025	021	pd151
Pa025	022	pd199
Pa025	023	pd253
Pa025	024	pd309
Pa025	025	pd349
Pa025	026	pd399
Pa025	027	pd451
Pa025	028	pd503
Pa025	029	pd554
Pa025	030	pd606
Pa025	031	pd655
Pa025	032	pd705
Pa025	033	pd756
Pa025	034	pd005
Pa025	035	pd053
Pa026	001	pd013
Pa026	002	pd037
Pa026	003	pd061
Pa026	004	pd085
Pa026	005	pd109
Pa026	006	pd140
Pa026	007	pd188
Pa026	008	pd233
Pa026	009	pd278
Pa026	010	pd324
Pa026	011	pd370
Pa026	012	pd416
Pa026	013	pd461
Pa026	014	pd506
Pa026	015	pd551
Pa026	016	pd596
Pa026	017	pd642
Pa026	018	pd689
Pa026	019	pd734
Pa026	020	pd781
Pa026	021	pd152
Pa026	022	pd200
Pa026	023	pd254
Pa026	024	pd302
Pa026	025	pd350
Pa026	026	pd400
Pa026	027	pd452
Pa026	028	pd504
Pa026	029	pd556
Pa026	030	pd607
Pa026	031	pd656
Pa026	032	pd706
Pa026	033	pd757
Pa026	034	pd006
Pa026	035	pd054
Pa027	001	pd014 
Pa027	002	pd038 
Pa027	003	pd062 
Pa027	004	pd086 
Pa027	005	pd110 
Pa027	006	pd141 
Pa027	007	pd189 
Pa027	008	pd234 
Pa027	009	pd279 
Pa027	010	pd325 
Pa027	011	pd371 
Pa027	012	pd417 
Pa027	013	pd462 
Pa027	014	pd507 
Pa027	015	pd552 
Pa027	016	pd597 
Pa027	017	pd643 
Pa027	018	pd690 
Pa027	019	pd735 
Pa027	020	pd782 
Pa027	021	pd153 
Pa027	022	pd201 
Pa027	023	pd255 
Pa027	024	pd303 
Pa027	025	pd351 
Pa027	026	pd401 
Pa027	027	pd453 
Pa027	028	pd505 
Pa027	029	pd558 
Pa027	030	pd608 
Pa027	031	pd657 
Pa027	032	pd708 
Pa027	033	pd759 
Pa027	034	pd007 
Pa027	035	pd055 
Pa028	001	pd014 
Pa028	002	pd038 
Pa028	003	pd062 
Pa028	004	pd086 
Pa028	005	pd110 
Pa028	006	pd142 
Pa028	007	pd190 
Pa028	008	pd235 
Pa028	009	pd280 
Pa028	010	pd326 
Pa028	011	pd372 
Pa028	012	pd418 
Pa028	013	pd463 
Pa028	014	pd508 
Pa028	015	pd553 
Pa028	016	pd598 
Pa028	017	pd644 
Pa028	018	pd691 
Pa028	019	pd736 
Pa028	020	pd783 
Pa028	021	pd154 
Pa028	022	pd202 
Pa028	023	pd256 
Pa028	024	pd304 
Pa028	025	pd352 
Pa028	026	pd402 
Pa028	027	pd454 
Pa028	028	pd506 
Pa028	029	pd559 
Pa028	030	pd609 
Pa028	031	pd658 
Pa028	032	pd708 
Pa028	033	pd759 
Pa028	034	pd008 
Pa028	035	pd056
Pa029	001	pd015
Pa029	002	pd039
Pa029	003	pd063
Pa029	004	pd087
Pa029	005	pd111
Pa029	006	pd143
Pa029	007	pd191
Pa029	008	pd236
Pa029	009	pd281
Pa029	010	pd327
Pa029	011	pd373
Pa029	012	pd419
Pa029	013	pd464
Pa029	014	pd509
Pa029	015	pd554
Pa029	016	pd599
Pa029	017	pd645
Pa029	018	pd692
Pa029	019	pd737
Pa029	020	pd784
Pa029	021	pd155
Pa029	022	pd203
Pa029	023	pd257
Pa029	024	pd305
Pa029	025	pd353
Pa029	026	pd403
Pa029	027	pd455
Pa029	028	pd507
Pa029	029	pd560
Pa029	030	pd610
Pa029	031	pd659
Pa029	032	pd709
Pa029	033	pd760
Pa029	034	pd009
Pa029	035	pd057
Pa030	001	pd015 
Pa030	002	pd039 
Pa030	003	pd063 
Pa030	004	pd087 
Pa030	005	pd111 
Pa030	006	pd144 
Pa030	007	pd192 
Pa030	008	pd237 
Pa030	009	pd282 
Pa030	010	pd328 
Pa030	011	pd374 
Pa030	012	pd420 
Pa030	013	pd465 
Pa030	014	pd510 
Pa030	015	pd555 
Pa030	016	pd600 
Pa030	017	pd646 
Pa030	018	pd693 
Pa030	019	pd738 
Pa030	020	pd785 
Pa030	021	pd156 
Pa030	022	pd204 
Pa030	023	pd258 
Pa030	024	pd306 
Pa030	025	pd354 
Pa030	026	pd404 
Pa030	027	pd456 
Pa030	028	pd508 
Pa030	029	pd561 
Pa030	030	pd611 
Pa030	031	pd660 
Pa030	032	pd710 
Pa030	033	pd762 
Pa030	034	pd010 
Pa030	035	pd058
Pa031	001	pd016
Pa031	002	pd040
Pa031	003	pd064
Pa031	004	pd088
Pa031	005	pd112
Pa031	006	pd145
Pa031	007	pd193
Pa031	008	pd238
Pa031	009	pd283
Pa031	010	pd329
Pa031	011	pd375
Pa031	012	pd421
Pa031	013	pd466
Pa031	014	pd511
Pa031	015	pd555
Pa031	016	pd601
Pa031	017	pd647
Pa031	018	pd694
Pa031	019	pd739
Pa031	020	pd786
Pa031	021	pd157
Pa031	022	pd205
Pa031	023	pd259
Pa031	024	pd307
Pa031	025	pd355
Pa031	026	pd405
Pa031	027	pd457
Pa031	028	pd509
Pa031	029	pd562
Pa031	030	pd612
Pa031	031	pd661
Pa031	032	pd711
Pa031	033	pd762
Pa031	034	pd011
Pa031	035	pd059
Pa032	001	pd016
Pa032	002	pd040
Pa032	003	pd064
Pa032	004	pd088
Pa032	005	pd112
Pa032	006	pd146
Pa032	007	pd194
Pa032	008	pd239
Pa032	009	pd284
Pa032	010	pd330
Pa032	011	pd376
Pa032	012	pd421
Pa032	013	pd467
Pa032	014	pd512
Pa032	015	pd556
Pa032	016	pd602
Pa032	017	pd648
Pa032	018	pd695
Pa032	019	pd740
Pa032	020	pd787
Pa032	021	pd158
Pa032	022	pd206
Pa032	023	pd260
Pa032	024	pd308
Pa032	025	pd356
Pa032	026	pd406
Pa032	027	pd458
Pa032	028	pd510
Pa032	029	pd563
Pa032	030	pd613
Pa032	031	pd662
Pa032	032	pd712
Pa032	033	pd763
Pa032	034	pd012
Pa032	035	pd060
Pa033	001	pd017 
Pa033	002	pd041 
Pa033	003	pd065 
Pa033	004	pd089 
Pa033	005	pd113 
Pa033	006	pd147 
Pa033	007	pd195 
Pa033	008	pd239 
Pa033	009	pd285 
Pa033	010	pd331 
Pa033	011	pd377 
Pa033	012	pd422 
Pa033	013	pd467 
Pa033	014	pd513 
Pa033	015	pd557 
Pa033	016	pd603 
Pa033	017	pd649 
Pa033	018	pd696 
Pa033	019	pd741 
Pa033	020	pd788 
Pa033	021	pd159 
Pa033	022	pd207 
Pa033	023	pd261 
Pa033	024	pd309 
Pa033	025	pd357 
Pa033	026	pd407 
Pa033	027	pd459 
Pa033	028	pd511 
Pa033	029	pd564 
Pa033	030	pd614 
Pa033	031	pd663 
Pa033	032	pd713 
Pa033	033	pd764 
Pa033	034	pd013 
Pa033	035	pd061
Pa034	001	pd017 
Pa034	002	pd041 
Pa034	003	pd065 
Pa034	004	pd089 
Pa034	005	pd113 
Pa034	006	pd148 
Pa034	007	pd196 
Pa034	008	pd240 
Pa034	009	pd286 
Pa034	010	pd332 
Pa034	011	pd378 
Pa034	012	pd423 
Pa034	013	pd468 
Pa034	014	pd514 
Pa034	015	pd557 
Pa034	016	pd604 
Pa034	017	pd650 
Pa034	018	pd697 
Pa034	019	pd742 
Pa034	020	pd789 
Pa034	021	pd160 
Pa034	022	pd208 
Pa034	023	pd262 
Pa034	024	pd310 
Pa034	025	pd358 
Pa034	026	pd409 
Pa034	027	pd460 
Pa034	028	pd512 
Pa034	029	pd565 
Pa034	030	pd615 
Pa034	031	pd664 
Pa034	032	pd714 
Pa034	033	pd765 
Pa034	034	pd014 
Pa034	035	pd062 
Pa035	001	pd018 
Pa035	002	pd042 
Pa035	003	pd066 
Pa035	004	pd090 
Pa035	005	pd114 
Pa035	006	pd149 
Pa035	007	pd197 
Pa035	008	pd241 
Pa035	009	pd287 
Pa035	010	pd333 
Pa035	011	pd379 
Pa035	012	pd424 
Pa035	013	pd469 
Pa035	014	pd515 
Pa035	015	pd558 
Pa035	016	pd605 
Pa035	017	pd651 
Pa035	018	pd698 
Pa035	019	pd743 
Pa035	020	pd790 
Pa035	021	pd161 
Pa035	022	pd209 
Pa035	023	pd263 
Pa035	024	pd311 
Pa035	025	pd359 
Pa035	026	pd410 
Pa035	027	pd462 
Pa035	028	pd513 
Pa035	029	pd566 
Pa035	030	pd617 
Pa035	031	pd665 
Pa035	032	pd715 
Pa035	033	pd766 
Pa035	034	pd015 
Pa035	035	pd063
Pa036	001	pd018  
Pa036	002	pd042  
Pa036	003	pd066  
Pa036	004	pd090  
Pa036	005	pd114  
Pa036	006	pd150  
Pa036	007	pd198  
Pa036	008	pd242  
Pa036	009	pd288  
Pa036	010	pd334  
Pa036	011	pd380  
Pa036	012	pd425  
Pa036	013	pd470  
Pa036	014	pd516  
Pa036	015	pd559  
Pa036	016	pd605  
Pa036	017	pd652  
Pa036	018	pd699  
Pa036	019	pd744  
Pa036	020	pd791  
Pa036	021	pd162  
Pa036	022	pd210  
Pa036	023	pd264  
Pa036	024	pd312  
Pa036	025	pd360  
Pa036	026	pd411  
Pa036	027	pd463  
Pa036	028	pd514  
Pa036	029	pd567  
Pa036	030	pd618  
Pa036	031	pd666  
Pa036	032	pd716  
Pa036	033	pd767  
Pa036	034	pd016  
Pa036	035	pd064  
Pa037	001	pd019 
Pa037	002	pd043 
Pa037	003	pd067 
Pa037	004	pd091 
Pa037	005	pd115 
Pa037	006	pd151 
Pa037	007	pd199 
Pa037	008	pd243 
Pa037	009	pd289 
Pa037	010	pd335 
Pa037	011	pd381 
Pa037	012	pd426 
Pa037	013	pd471 
Pa037	014	pd517 
Pa037	015	pd560 
Pa037	016	pd606 
Pa037	017	pd653 
Pa037	018	pd699 
Pa037	019	pd745 
Pa037	020	pd792 
Pa037	021	pd163 
Pa037	022	pd211 
Pa037	023	pd265 
Pa037	024	pd313 
Pa037	025	pd362 
Pa037	026	pd413 
Pa037	027	pd464 
Pa037	028	pd515 
Pa037	029	pd568 
Pa037	030	pd619 
Pa037	031	pd667 
Pa037	032	pd717 
Pa037	033	pd768 
Pa037	034	pd017 
Pa037	035	pd065 
Pa038	001	pd019 
Pa038	002	pd043 
Pa038	003	pd067 
Pa038	004	pd091 
Pa038	005	pd115 
Pa038	006	pd152 
Pa038	007	pd200 
Pa038	008	pd244 
Pa038	009	pd290 
Pa038	010	pd336 
Pa038	011	pd382 
Pa038	012	pd427 
Pa038	013	pd472 
Pa038	014	pd518 
Pa038	015	pd561 
Pa038	016	pd607 
Pa038	017	pd654 
Pa038	018	pd700 
Pa038	019	pd746 
Pa038	020	pd793 
Pa038	021	pd164 
Pa038	022	pd213 
Pa038	023	pd266 
Pa038	024	pd314 
Pa038	025	pd363 
Pa038	026	pd414 
Pa038	027	pd465 
Pa038	028	pd516 
Pa038	029	pd569 
Pa038	030	pd620 
Pa038	031	pd668 
Pa038	032	pd719 
Pa038	033	pd769 
Pa038	034	pd018 
Pa038	035	pd066
Pa039	001	pd020 
Pa039	002	pd044 
Pa039	003	pd068 
Pa039	004	pd092 
Pa039	005	pd116 
Pa039	006	pd153 
Pa039	007	pd201 
Pa039	008	pd245 
Pa039	009	pd291 
Pa039	010	pd337 
Pa039	011	pd383 
Pa039	012	pd428 
Pa039	013	pd473 
Pa039	014	pd519 
Pa039	015	pd562 
Pa039	016	pd608 
Pa039	017	pd655 
Pa039	018	pd701 
Pa039	019	pd747 
Pa039	020	pd794 
Pa039	021	pd165 
Pa039	022	pd214 
Pa039	023	pd267 
Pa039	024	pd315 
Pa039	025	pd364 
Pa039	026	pd415 
Pa039	027	pd466 
Pa039	028	pd517 
Pa039	029	pd570 
Pa039	030	pd621 
Pa039	031	pd669 
Pa039	032	pd720 
Pa039	033	pd770 
Pa039	034	pd019 
Pa039	035	pd067 
Pa040	001	pd020 
Pa040	002	pd044 
Pa040	003	pd068 
Pa040	004	pd092 
Pa040	005	pd116 
Pa040	006	pd154 
Pa040	007	pd202 
Pa040	008	pd246 
Pa040	009	pd292 
Pa040	010	pd338 
Pa040	011	pd384 
Pa040	012	pd429 
Pa040	013	pd474 
Pa040	014	pd520 
Pa040	015	pd563 
Pa040	016	pd609 
Pa040	017	pd656 
Pa040	018	pd702 
Pa040	019	pd748 
Pa040	020	pd794 
Pa040	021	pd166 
Pa040	022	pd215 
Pa040	023	pd268 
Pa040	024	pd316 
Pa040	025	pd366 
Pa040	026	pd416 
Pa040	027	pd468 
Pa040	028	pd518 
Pa040	029	pd571 
Pa040	030	pd622 
Pa040	031	pd670 
Pa040	032	pd721 
Pa040	033	pd771 
Pa040	034	pd021 
Pa040	035	pd069 
